file,line,ref_type,target,ref_context,target_title,target_excerpt,score,ref_tokens,target_tokens,sufficient,auto_category,manual_label
2026-02-06_v1.3.21_anti-patterns-and-dsm0-refactoring_checkpoint.md,17,section,3.2.6,| BACKLOG-054 | Coding Anti-Patterns Guide | Section 3.2.6 (summary) + Append...,Coding Anti-Patterns,Best practices tell you what to do; anti-patterns tell you what NOT to do. Th...,0.1988,79,20,True,match,
2026-02-06_v1.3.21_anti-patterns-and-dsm0-refactoring_checkpoint.md,36,section,3.2.6,| 59b808e | BACKLOG-054: Coding Anti-Patterns Guide (Section 3.2.6 + Appendix...,Coding Anti-Patterns,Best practices tell you what to do; anti-patterns tell you what NOT to do. Th...,0.1686,45,20,True,match,
2026-02-06_v1.3.21_anti-patterns-and-dsm0-refactoring_checkpoint.md,58,section,3.2.6,- BACKLOG-054 placement: Section 3.2.6 + Appendix F (avoids renumbering exist...,Coding Anti-Patterns,Best practices tell you what to do; anti-patterns tell you what NOT to do. Th...,0.0220,45,20,True,drift,
2026-02-06_v1.3.22_feedback-integration-checkpoint.md,12,section,6,"- Added DSM_3 Section 6 (Feedback Handover) with prompt template, checklist, ...",Common Patterns,,0.0000,38,2,False,insufficient,
2026-02-06_v1.3.22_feedback-integration-checkpoint.md,14,section,6.4.5,- Added handover subsection to DSM_1.0 Section 6.4.5,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.2254,51,29,True,match,
2026-02-07_session-handoff.md,72,section,6.3,7. Implement BACKLOG-069 (DSM_3 Section 6.3 external contribution governance),Troubleshooting,,0.0000,44,1,False,insufficient,
2026-02-07_session-handoff.md,108,section,6,"1. **BACKLOG-068 implemented (v1.3.25)**: Restructured DSM_3 Section 6 to ""Pr...",Common Patterns,,0.0000,48,2,False,insufficient,
2026-02-07_session-handoff.md,141,section,6,"| `DSM_3_Methodology_Implementation_Guide_v1.1.md` | Section 6 restructured, ...",Common Patterns,,0.0000,43,2,False,insufficient,
2026-02-07_session-handoff.md,143,section,6.5.2,| `DSM_1.0_Data_Science_Collaboration_Methodology_v1.1.md` | Hub Kickoff Gate...,Three Gateway Levels,**Hub Kickoff Gate (pre-Gateway 1):** If the project was initiated by DSM Cen...,0.2023,47,35,True,match,
2026-02-07_session-handoff.md,225,section,6.1.5,"(Session Close-Out Protocol, Section 6.1.5). Cleaned up stale Project Knowledge",Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.1616,42,15,True,match,
2026-02-07_session-handoff.md,239,section,6.1.5,"Section 6.1.5 with universal checklist (commit, push, handoff), hub-specific",Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.1772,54,15,True,match,
2026-02-07_session-handoff.md,242,section,6.1.5,Management. Updated DSM_0 daily workflow to reference Section 6.1.5.,Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.0789,54,15,True,drift,
2026-02-07_session-handoff.md,267,section,6.1.5,| `DSM_1.0_Data_Science_Collaboration_Methodology_v1.1.md` | Section 6.1.5 ad...,Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.0547,54,15,True,drift,
2026-02-07_session-handoff.md,269,section,6.1.5,| `DSM_0_START_HERE_Complete_Guide.md` | Daily workflow updated with Section ...,Session Close-Out Protocol,"**Purpose:** Standardize session endings to prevent data loss, maintain conti...",0.0454,62,15,True,drift,
README.md,7,section,6.4,Reference: DSM_3 Section 6.4 (Bidirectional Project Inbox),Checkpoint and Feedback Protocol,,0.0000,34,3,True,drift,
multi_agent_collaboration_preliminary_plan.md,164,section,6.5.2,1. Alignment report using Gateway checklist (Section 6.5.2),Three Gateway Levels,**Hub Kickoff Gate (pre-Gateway 1):** If the project was initiated by DSM Cen...,0.2010,38,35,True,match,
multi_agent_collaboration_preliminary_plan.md,202,appendix,E,"1. **Alignment report format:** Should it be a standard template in Appendix E,",Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0000,38,11,True,drift,
multi_agent_collaboration_preliminary_plan.md,224,section,10,Section 10 for analysis.),Streamlit Cloud Deployment Checklist,When deploying to Streamlit Community Cloud:,0.0000,33,8,True,drift,
multi_agent_collaboration_preliminary_plan.md,245,section,6.5.2,- The gateway checklist (Section 6.5.2) provided clear structure for the review,Three Gateway Levels,**Hub Kickoff Gate (pre-Gateway 1):** If the project was initiated by DSM Cen...,0.1433,46,35,True,match,
multi_agent_collaboration_preliminary_plan.md,274,appendix,E,3. The alignment report format can be standardized as an Appendix E template,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0000,52,11,True,drift,
multi_agent_collaboration_preliminary_plan.md,365,section,2.1,"| Syntactic | Is ""Section 2.1"" a well-formed reference? | Done (Sprint 1 pars...",Phase 0: Environment Setup,,0.1375,55,4,True,match,
multi_agent_collaboration_preliminary_plan.md,366,section,2.1,| Structural | Does Section 2.1 exist as a heading? | Sprint 2 validator |,Phase 0: Environment Setup,,0.2707,54,4,True,match,
multi_agent_collaboration_preliminary_plan.md,367,section,2.1,| Semantic | Does the reference context align with what Section 2.1 says? | N...,Phase 0: Environment Setup,,0.2539,55,4,True,match,
multi_agent_collaboration_preliminary_plan.md,369,section,2.1,"**Scenario:** Section 2.1 is titled ""Environment Setup"" and referenced as",Phase 0: Environment Setup,,0.2410,60,4,True,match,
multi_agent_collaboration_preliminary_plan.md,370,section,2.1,"""See Section 2.1 for environment setup."" Someone rewrites 2.1 to be about",Phase 0: Environment Setup,,0.2613,53,4,True,match,
20251119_CHECKPOINT_File_Consolidation_Discussion.md,72,appendix,A.1,"- Keep hierarchical numbering: Appendix A.1, A.2, B.1, etc.",Base Environment (Minimal),,0.0000,40,3,True,drift,
20251119_CHECKPOINT_File_Consolidation_Discussion.md,134,section,2.1,"- **References:** ""Section 2.1"" instead of ""Phase 0""",Phase 0: Environment Setup,,0.0463,45,4,True,drift,
20251119_CHECKPOINT_File_Consolidation_Discussion.md,198,appendix,E,1. Add missing templates to Appendix E,Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.1944,32,11,True,match,
20251119_CHECKPOINT_File_Consolidation_Discussion.md,199,appendix,D,2. Expand domain examples in Appendix D,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0945,32,10,True,drift,
20251119_CHECKPOINT_File_Consolidation_Discussion.md,213,section,4.1.2,"✓ **Easy referencing** (""See Section 4.1.2"")",Decision Log Template,,0.0000,32,3,True,drift,
20251119_CONTENT_MAPPING_PLAN.md,26,appendix,A,"- **Move to Appendix A:** Detailed setup scripts, package lists, VS Code conf...",Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.3051,50,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,27,appendix,A,"- Cross-reference: ""See Appendix A for detailed setup instructions""",Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.3172,57,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,32,appendix,B,"- **Move to Appendix B:** Deep dive implementation details, examples",Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.1280,56,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,37,appendix,B,"- **Move to Appendix B:** Deep dive implementation details, examples",Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.1283,56,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,42,appendix,B,"- **Move to Appendix B:** Deep dive implementation details, examples",Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.1290,55,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,47,appendix,B,"- **Move to Appendix B:** Deep dive implementation details, examples",Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.1351,47,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,107,appendix,C,- **Move to Appendix C:** Full implementation details,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2332,33,13,True,match,
20251119_CONTENT_MAPPING_PLAN.md,108,appendix,C.1,"- Cross-reference: ""See Appendix C.1-C.3 for implementation details""",Experiment Tracking Implementation,"**When to Use:** ML projects with multiple model iterations, parameter tuning...",0.2049,33,14,True,match,
20251119_CONTENT_MAPPING_PLAN.md,118,appendix,C,- **Move to Appendix C:** Implementation details,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2189,37,13,True,match,
20251119_CONTENT_MAPPING_PLAN.md,119,appendix,C.4,"- Cross-reference: ""See Appendix C.4-C.6""",Ethics & Bias Implementation,"**When to Use:** Models affecting people, sensitive attributes, or regulated ...",0.2076,31,13,True,match,
20251119_CONTENT_MAPPING_PLAN.md,129,appendix,C,- **Move to Appendix C:** Implementation details,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2577,36,13,True,match,
20251119_CONTENT_MAPPING_PLAN.md,130,appendix,C.7,"- Cross-reference: ""See Appendix C.7-C.10""",Technical Debt Register Implementation,"**When to Use:** Long-term projects (>6 months), growing codebases, or team p...",0.2335,30,14,True,match,
20251119_CONTENT_MAPPING_PLAN.md,194,appendix,A,## Appendix A: Environment Setup Details (~150 lines),Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.2029,29,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,225,appendix,B,## Appendix B: Phase Deep Dives (~300 lines),Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.3207,32,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,259,appendix,C,## Appendix C: Advanced Practices Detailed (~250 lines),Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2478,31,13,True,match,
20251119_CONTENT_MAPPING_PLAN.md,323,appendix,D,## Appendix D: Domain Adaptations (~100 lines),Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.3002,31,10,True,match,
20251119_CONTENT_MAPPING_PLAN.md,335,appendix,E,## Appendix E: Quick Reference (~50 lines),Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.2501,32,11,True,match,
20251119_CONTENT_MAPPING_PLAN.md,358,appendix,A,- Environment setup details (Appendix A),Environment Setup Details,**File:** `DSM_1.0_Methodology_Appendices.md` (Section A) **Purpose:** Detail...,0.1568,34,12,True,match,
20251119_CONTENT_MAPPING_PLAN.md,359,appendix,B,- Phase implementation details (Appendix B),Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.0379,36,12,True,drift,
20251119_CONTENT_MAPPING_PLAN.md,360,appendix,C,- Advanced practice implementations (Appendix C),Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.1798,34,13,True,match,
20251119_CONTENT_MAPPING_PLAN.md,361,appendix,D,- Domain adaptations (Appendix D),Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0985,36,10,True,drift,
20251119_CONTENT_MAPPING_PLAN.md,362,appendix,E,- Quick references (Appendix E),Quick Reference,**File:** `DSM_1.0_Methodology_Appendices.md` (Section E) **Purpose:** Checkl...,0.0883,36,11,True,drift,
20251119_SESSION_CHECKPOINT_Methodology_Reorganization.md,383,section,2,"- Change: ""Phase X"" → ""Section 2.X""",Making Changes,**Fork and Clone:**,0.0000,35,4,True,drift,
20251119_SESSION_CHECKPOINT_Methodology_Reorganization.md,391,section,2.1,"- Change: ""Phase 0"" → ""Section 2.1""",Phase 0: Environment Setup,,0.0762,29,4,True,drift,
20251119_SESSION_CHECKPOINT_Methodology_Reorganization.md,435,appendix,D,1. **Create 5 Appendix Documents (~800 lines total)**,Domain Adaptations,**File:** `DSM_1.0_Methodology_Appendices.md` (Section D) **Purpose:** Domain...,0.0543,41,10,True,drift,
20251119_SESSION_CHECKPOINT_Methodology_Reorganization.md,472,section,5.2.1,"- Easy to reference (e.g., ""See Section 5.2.1"")",Experiment Tracking,**When to Use:**,0.0000,27,4,True,drift,
BACKLOG-003_deployment-mlops.md,59,appendix,C.11,### 2. Model Monitoring Practice (Appendix C.11),Model Monitoring & Maintenance,,0.2326,30,4,True,match,
BACKLOG-003_deployment-mlops.md,144,appendix,C,- Appendix C: Advanced Practices (add C.11),Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2100,28,13,True,match,
BACKLOG-004_documentation-templates.md,111,section,3,- Add Model Card template to Section 3 (Working Standards) or Appendix,Standards to Follow,**Documentation Style:**,0.1881,37,4,True,match,
BACKLOG-004_documentation-templates.md,119,section,3,- Section 3: Working Standards (documentation),Standards to Follow,**Documentation Style:**,0.2052,36,4,True,match,
BACKLOG-004_documentation-templates.md,120,appendix,B,- Appendix B: Phase Deep Dives (documentation outputs),Phase Deep Dives,**File:** `DSM_1.0_Methodology_Appendices.md` (Section B) **Purpose:** Detail...,0.2638,31,12,True,match,
BACKLOG-005_dataops-production-patterns.md,125,appendix,C,- Appendix C: Advanced Practices (data versioning C.6),Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.1760,34,13,True,match,
DSM_Graph_Explorer_Sprint1_Plan.md,214,section,2.5.6,Following Section 2.5.6 (Blog/Communication Deliverable Process):,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2973,45,15,True,match,
DSM_Graph_Explorer_Sprint1_Plan.md,251,section,6.4.5,Following Section 6.4.5 (Project Feedback Deliverables):,Project Feedback Deliverables,"At project start, create two feedback files in `docs/feedback/`. These files ...",0.3217,26,29,True,match,
DSM_Graph_Explorer_Sprint1_Plan.md,266,section,2.5.6,- Section 2.5.6-2.5.8 effectiveness,Blog/Communication Deliverable Process,"When a project includes a public communication deliverable (blog post, articl...",0.2148,26,15,True,match,
DSM_Graph_Explorer_Sprint1_Plan.md,273,section,2.2,Following DSM 4.0 Section 2.2 (Project Structure Patterns):,Phase 1: Exploration,,0.0808,26,3,True,drift,
DSM_vs_CRISP-DM_Comparison_Analysis.md,75,section,1,"| **Business Understanding** | PM Guidelines (Scope, Stakeholders), Section 1...",Before Starting,Check existing issues to avoid duplication,0.0000,104,6,True,drift,
DSM_vs_CRISP-DM_Comparison_Analysis.md,76,section,2.2,| **Data Understanding** | Section 2.2 (Phase 1: Exploration) | **Full (95%)*...,Phase 1: Exploration,,0.2027,118,3,True,match,
DSM_vs_CRISP-DM_Comparison_Analysis.md,77,section,2.3,| **Data Preparation** | Section 2.3 (Phase 2: Feature Engineering) | **Full ...,Phase 2: Feature Engineering,,0.2525,128,4,True,match,
DSM_vs_CRISP-DM_Comparison_Analysis.md,78,section,2.4,| **Modeling** | Section 2.4 (Phase 3: Analysis) | **Full (95%)** | Model sel...,Phase 3: Analysis,,0.1503,130,3,True,match,
DSM_vs_CRISP-DM_Comparison_Analysis.md,79,section,2.4,| **Evaluation** | Section 2.4 + Section 6.2 (QA) | **Full (90%)** | Model ev...,Phase 3: Analysis,,0.1780,103,3,True,match,
DSM_vs_CRISP-DM_Comparison_Analysis.md,79,section,6.2,| **Evaluation** | Section 2.4 + Section 6.2 (QA) | **Full (90%)** | Model ev...,Quality Assurance,,0.0000,103,2,False,insufficient,
DSM_vs_CRISP-DM_Comparison_Analysis.md,80,section,2.5,| **Deployment** | Section 2.5 (Communication) + DSM 4.0 | **Partial (60%)** ...,Phase 4: Communication,,0.2358,89,3,True,match,
DSM_vs_CRISP-DM_Comparison_Analysis.md,246,appendix,C,**Recommendation:** Add to Appendix C (Advanced Practices):,Advanced Practices Detailed,**File:** `DSM_1.0_Methodology_Appendices.md` (Section C) **Purpose:** Implem...,0.2095,38,13,True,match,
